Generation,Run 1 BSF,Run 2 BSF,Run 3 BSF,Run 4 BSF,Run 5 BSF,Run 6 BSF,Run 7 BSF,Run 8 BSF,Run 9 BSF,Run 10 BSF,Average BSF,Run 1 ACP,Run 2 ACP,Run 3 ACP,Run 4 ACP,Run 5 ACP,Run 6 ACP,Run 7 ACP,Run 8 ACP,Run 9 ACP,Run 10 ACP,Average ACP
13,0.000060,0.001278,0.006921,0.005326,0.000411,0.003849,0.169526,0.024515,0.000809,0.000242,0.021294,0.000060,0.001295,0.025982,0.008223,0.002184,0.003849,0.202950,0.026238,0.001106,0.000242,0.027213
14,0.000060,0.001278,0.004062,0.000891,0.000221,0.003849,0.100664,0.024515,0.000809,0.000242,0.013659,0.000060,0.001281,0.016905,0.005492,0.000605,0.003849,0.166136,0.025761,0.000896,0.000242,0.022123
15,0.000060,0.001278,0.004062,0.000891,0.000221,0.003849,0.100664,0.024515,0.000771,0.000242,0.013655,0.000060,0.001278,0.008620,0.004536,0.000449,0.003849,0.160884,0.025324,0.000834,0.000242,0.020608
16,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.100664,0.024515,0.000769,0.000242,0.013614,0.000060,0.001278,0.004234,0.002535,0.000296,0.003849,0.158575,0.024824,0.000800,0.000242,0.019669
17,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.058441,0.024515,0.000763,0.000242,0.009391,0.000060,0.001278,0.003767,0.001361,0.000221,0.003849,0.143441,0.024641,0.000771,0.000242,0.017963
18,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.013165,0.024515,0.000763,0.000242,0.004864,0.000060,0.001278,0.003698,0.001215,0.000214,0.003849,0.087812,0.024544,0.000767,0.000242,0.012368
19,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.013165,0.024515,0.000763,0.000242,0.004864,0.000060,0.001278,0.003673,0.001156,0.000211,0.003849,0.052746,0.024515,0.000766,0.000242,0.008850
20,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.013165,0.024515,0.000763,0.000242,0.004864,0.000060,0.001278,0.003665,0.001080,0.000209,0.003849,0.037283,0.024515,0.000764,0.000242,0.007295
21,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.012339,0.024515,0.000763,0.000242,0.004781,0.000060,0.001278,0.003665,0.001040,0.000208,0.003849,0.022439,0.024515,0.000763,0.000242,0.005806
22,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.001012,0.024515,0.000763,0.000242,0.003648,0.000060,0.001278,0.003665,0.000982,0.000208,0.003849,0.010463,0.024515,0.000763,0.000242,0.004603
23,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000891,0.024515,0.000763,0.000242,0.003636,0.000060,0.001278,0.003665,0.000911,0.000208,0.003849,0.003132,0.024515,0.000763,0.000242,0.003862
24,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000485,0.024515,0.000763,0.000242,0.003596,0.000060,0.001278,0.003665,0.000901,0.000208,0.003849,0.000959,0.024515,0.000763,0.000242,0.003644
25,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000292,0.024515,0.000763,0.000242,0.003576,0.000060,0.001278,0.003665,0.000896,0.000208,0.003849,0.000597,0.024515,0.000763,0.000242,0.003607
26,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000892,0.000208,0.003849,0.000315,0.024515,0.000763,0.000242,0.003579
27,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000287,0.024515,0.000763,0.000242,0.003576
28,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000273,0.024515,0.000763,0.000242,0.003574
29,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000268,0.024515,0.000763,0.000242,0.003574
30,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
31,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
32,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
33,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
34,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
35,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
36,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
37,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
38,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
39,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
40,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573,0.000060,0.001278,0.003665,0.000891,0.000208,0.003849,0.000264,0.024515,0.000763,0.000242,0.003573
