Generation,Run 1 BSF,Run 2 BSF,Run 3 BSF,Run 4 BSF,Run 5 BSF,Run 6 BSF,Run 7 BSF,Run 8 BSF,Run 9 BSF,Run 10 BSF,Average BSF,Run 1 ACP,Run 2 ACP,Run 3 ACP,Run 4 ACP,Run 5 ACP,Run 6 ACP,Run 7 ACP,Run 8 ACP,Run 9 ACP,Run 10 ACP,Average ACP
24,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571476,0.009078,0.167280,0.529291,0.178895,3.606652,1.976420,0.522354,0.167847,0.644539,0.837383
25,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571475,0.009078,0.167280,0.529291,0.178895,3.606652,1.976420,0.522353,0.167772,0.644495,0.837371
26,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571474,0.009078,0.167280,0.529291,0.178895,3.606652,1.976419,0.522353,0.167772,0.644403,0.837362
27,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571474,0.009078,0.167280,0.529291,0.178895,3.606652,1.976419,0.522353,0.167772,0.644377,0.837359
28,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571474,0.009078,0.167280,0.529291,0.178895,3.606652,1.976419,0.522353,0.167772,0.644347,0.837356
29,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.522353,0.167772,0.644179,0.837339,0.571474,0.009078,0.167280,0.529291,0.178895,3.606652,1.976419,0.522353,0.167772,0.644309,0.837352
30,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.501253,0.167772,0.644267,0.835238
31,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.454754,0.167772,0.644252,0.830587
32,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.434607,0.167772,0.644240,0.828571
33,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.382661,0.167772,0.644226,0.823375
34,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.347378,0.167772,0.644200,0.819844
35,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.319268,0.167772,0.644189,0.817032
36,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.313653,0.167772,0.644182,0.816470
37,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311727,0.167772,0.644180,0.816277
38,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311529,0.167772,0.644179,0.816257
39,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311362,0.167772,0.644179,0.816240,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.311450,0.167772,0.644179,0.816249
40,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.295974,0.167772,0.644179,0.814701,0.571474,0.009078,0.167280,0.529291,0.178895,3.606651,1.976419,0.309866,0.167772,0.644179,0.816090
