Generation,Run 1 BSF,Run 2 BSF,Run 3 BSF,Run 4 BSF,Run 5 BSF,Run 6 BSF,Run 7 BSF,Run 8 BSF,Run 9 BSF,Run 10 BSF,Average BSF,Run 1 ACP,Run 2 ACP,Run 3 ACP,Run 4 ACP,Run 5 ACP,Run 6 ACP,Run 7 ACP,Run 8 ACP,Run 9 ACP,Run 10 ACP,Average ACP
11,0.664322,0.083944,1.289362,3.963557,0.020502,1.507545,0.005024,0.069671,0.316809,0.518194,0.843893,0.714524,2.159300,1.660214,3.963601,0.049772,1.742689,2.253353,0.241814,0.330166,6.766927,1.988236
12,0.664322,0.083944,1.289362,3.963557,0.020502,1.450999,0.005021,0.069602,0.316809,0.518194,0.838231,0.846228,1.941378,1.509911,3.963557,0.037422,1.719281,1.137738,0.144628,0.328980,2.002662,1.363179
13,0.664322,0.083944,1.289362,3.963557,0.020502,1.450999,0.005021,0.069602,0.316760,0.518194,0.838226,0.691729,0.205868,1.770452,3.963557,0.619478,1.722037,0.504208,0.089033,0.320927,1.038854,1.092614
14,0.664322,0.083944,1.289362,3.963557,0.020502,0.817344,0.005020,0.069602,0.316760,0.518194,0.774861,0.682086,1.611198,2.487436,3.963557,0.022541,1.561267,2.140990,0.070542,1.635310,0.683218,1.485814
15,0.664322,0.083944,0.559353,3.963557,0.020502,0.817344,0.005020,0.069602,0.316760,0.518194,0.701860,0.680888,0.090256,1.415452,3.963557,0.021355,1.490911,2.135774,0.069816,0.316974,2.534504,1.271949
16,0.664322,0.083944,0.559353,3.963557,0.020502,0.817344,0.005009,0.069602,0.316760,0.518194,0.701859,0.680861,0.937881,1.942263,3.963557,0.661029,1.332870,1.636614,0.069648,0.975718,2.367161,1.456760
17,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004996,0.069602,0.316760,0.518194,0.695420,0.731220,0.086767,1.380691,5.146056,0.020509,1.063805,0.005029,1.017762,0.699521,2.397879,1.254924
18,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004988,0.069599,0.316760,0.518194,0.695418,0.680828,0.086317,1.191082,5.213522,0.020507,0.969849,0.631102,0.069614,6.506051,1.280137,1.664901
19,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004988,0.069599,0.316760,0.286101,0.672209,0.680828,0.086154,0.833784,4.934808,0.634372,0.853291,0.631085,0.069607,3.005571,3.186241,1.491574
20,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004988,0.069599,0.316760,0.286101,0.672209,0.731204,0.086133,1.253374,4.227566,0.020503,0.794263,0.004992,0.697902,0.316925,1.247065,0.937993
21,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,0.777919,0.086133,0.657625,4.333367,0.020503,0.861123,0.627574,0.069605,7.326582,0.556417,1.531685
22,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,1.609413,0.120608,0.717693,3.963557,0.656564,0.765127,0.627573,1.018733,5.532113,0.532379,1.554376
23,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,0.946132,2.219758,0.598816,4.622268,0.020502,0.759311,0.004990,0.392039,0.908248,6.124660,1.659673
24,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,1.260894,0.742853,0.573739,3.963557,0.020502,0.758860,0.004990,0.069600,0.908248,0.867759,0.917100
25,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,0.899417,0.154079,0.573016,3.963557,0.020502,0.757068,0.004990,0.069600,0.316924,0.980855,0.774001
26,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.270014,0.670600,0.729965,0.123273,0.566048,4.554845,0.020502,0.755323,0.004988,0.690284,0.316924,0.307750,0.806990
27,0.664322,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670594,0.678230,0.086133,0.560479,5.798735,0.634445,0.754057,1.255067,0.698631,0.316924,9.203880,1.998658
28,0.663805,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670542,0.671123,0.086133,0.560451,11.796190,0.634446,0.822543,1.856875,0.690586,0.316924,7.693334,2.512860
29,0.663724,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670534,0.757494,2.653257,0.748668,4.401523,1.884444,0.863579,0.004988,1.949250,0.316924,0.271084,1.385121
30,0.663684,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670530,1.382663,1.336133,0.654139,4.992812,0.627218,0.932024,0.004988,0.690452,0.908248,0.271132,1.179981
31,0.663684,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670530,0.759799,0.086133,0.654095,4.227474,0.020502,0.863468,0.004988,0.069599,0.908248,0.270279,0.786459
32,0.663684,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670530,0.706468,0.086133,0.653984,3.963557,0.020502,1.350054,0.004988,0.069599,0.316923,0.270210,0.744242
33,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663962,0.677571,0.653965,4.622268,0.634446,0.863346,0.004988,0.069599,1.499574,2.768458,1.245818
34,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663945,0.677571,0.958606,3.963557,0.020502,0.753729,0.871621,0.119096,1.499574,0.830639,1.035884
35,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663859,0.086133,0.559422,3.963557,0.020502,0.753688,0.246471,1.018292,0.316923,0.269996,0.789884
36,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663770,0.086133,0.958622,3.963557,6.620338,0.863373,0.004988,0.069599,1.499574,0.269969,1.499992
37,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663708,0.086133,0.958605,3.963557,5.229838,0.973062,0.630140,0.069599,1.499574,0.269961,1.434418
38,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.663690,0.086133,0.958605,4.554845,3.149273,1.041640,0.004988,0.069599,0.908249,0.269956,1.170698
39,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.969786,0.677571,0.559393,5.146134,0.020502,0.822261,0.004988,0.069599,1.566923,0.269956,1.010711
40,0.663671,0.083944,0.559353,3.963557,0.020502,0.752965,0.004987,0.069599,0.316760,0.269951,0.670529,0.758221,0.086133,1.151035,4.554845,0.020502,0.753683,0.004988,0.690534,0.316923,0.269956,0.860682
